cr_returned_date_sk,cr_returned_time_sk,cr_item_sk,cr_refunded_customer_sk,cr_refunded_cdemo_sk,cr_refunded_hdemo_sk,cr_refunded_addr_sk,cr_returning_customer_sk,cr_returning_cdemo_sk,cr_returning_hdemo_sk,cr_returning_addr_sk,cr_call_center_sk,cr_catalog_page_sk,cr_ship_mode_sk,cr_warehouse_sk,cr_reason_sk,cr_order_number,cr_return_quantity,cr_return_amount,cr_return_tax,cr_return_amt_inc_tax,cr_fee,cr_return_ship_cost,cr_refunded_cash,cr_reversed_charge,cr_store_credit,cr_net_loss
2451804,69632,1,384,5561,1243,149,719,19062,4137,203,1,4004,20,1,1,1035,31,6324.31,569.18,6893.49,95.78,1852.56,6134.58,111.94,77.79,2517.52
2451900,37030,23,384,5561,1243,149,393,16799,2774,452,1,4462,19,1,1,1035,1,98.84,2.96,101.80,71.55,26.35,38.54,44.01,16.29,100.86
2451864,69296,173,881,963,5901,111,799,3397,6005,453,1,4483,3,1,1,1036,9,435.42,39.18,474.60,23.13,180.54,187.23,230.81,17.38,242.85
2451827,72051,151,881,963,5901,111,898,12538,4194,477,1,4034,5,1,1,1036,17,64.77,5.18,69.95,42.88,103.53,55.70,5.16,3.91,151.59
2451921,62205,2,881,963,5901,111,156,6996,6642,377,1,4450,3,1,1,1036,44,1552.76,108.69,1661.45,63.89,147.84,1288.79,42.23,221.74,320.42
2451837,8234,179,881,963,5901,111,639,9418,6032,298,1,4015,16,1,1,1036,4,14.92,1.19,16.11,25.53,79.56,4.32,9.32,1.28,106.28
2451907,39334,37,354,14044,1127,137,778,14642,1746,170,1,4186,9,1,1,1038,1,168.90,0.00,168.90,99.12,81.84,16.89,7.60,144.41,180.96
2451827,75123,163,48,38,1573,259,423,12553,6943,262,1,4005,13,1,1,1039,7,5.67,0.00,5.67,78.77,7.28,3.96,1.57,0.14,86.05
2451830,17737,86,142,14685,2764,475,563,13423,2431,306,1,4538,4,1,1,1040,51,815.49,32.61,848.10,26.82,709.92,375.12,418.35,22.02,769.35
2451828,26332,8,228,8438,1481,,780,,6683,,,4037,15,1,1,1041,,,,,49.19,629.70,,,30.86,
2451850,63314,157,548,2491,6451,226,327,13263,1897,119,1,4126,18,1,1,1042,2,52.50,1.05,53.55,51.84,14.00,25.20,6.82,20.48,66.89
2451863,6321,29,564,1557,3301,93,658,12914,4735,188,1,4069,14,1,1,1043,65,5829.20,116.58,5945.78,7.73,3827.85,116.58,4570.09,1142.53,3952.16
2451800,81796,35,830,7384,3241,23,373,5583,6129,479,1,4049,9,1,1,1044,30,3943.80,236.62,4180.42,32.96,358.50,2839.53,198.76,905.51,628.08
2451909,48507,80,695,9399,3031,52,935,17301,2405,497,1,4081,6,1,1,1045,18,2620.26,157.21,2777.47,58.08,1229.94,2148.61,386.75,84.90,1445.23
2451830,46270,68,849,7215,4414,120,919,12236,3007,314,1,4128,2,1,1,1046,34,694.28,27.77,722.05,3.08,801.04,152.74,487.38,54.16,831.89
2451907,37706,2,327,8265,1922,296,122,8605,3509,248,1,4552,5,1,1,1047,57,832.20,58.25,890.45,83.12,259.92,99.86,285.61,446.73,401.29
2451929,26564,175,327,8265,1922,296,327,8265,1814,296,1,4204,13,1,1,1047,18,684.72,54.77,739.49,95.78,592.56,629.94,52.04,2.74,743.11
2451953,68849,47,888,16343,2494,250,41,14869,1001,469,1,4028,6,1,1,1048,5,245.90,22.13,268.03,36.26,130.80,201.63,39.40,4.87,189.19
2451824,75604,19,888,16343,2494,250,363,15535,4580,129,1,4592,9,1,1,1048,42,3202.92,160.14,3363.06,2.68,2091.60,1953.78,861.90,387.24,2254.42
2451892,40106,25,373,11401,132,388,47,1203,4721,171,1,4074,14,1,1,1050,2,139.84,0.00,139.84,50.22,10.92,8.39,44.69,86.76,61.14
2451816,76093,169,94,10551,6552,181,930,6086,3720,265,1,4111,13,1,1,1051,54,2668.68,213.49,2882.17,20.78,1694.52,2028.19,288.22,352.27,1928.79
2451943,31922,47,866,16072,2005,298,249,15956,1645,246,1,4186,9,1,1,1052,5,348.55,31.36,379.91,15.12,97.90,13.94,36.80,297.81,144.38
2451811,56914,56,866,16072,2005,298,966,12036,4792,113,1,4095,3,1,1,1052,75,279.00,25.11,304.11,92.09,225.00,72.54,20.64,185.82,342.20
2451931,52510,11,187,16209,1471,260,961,250,556,421,1,4067,15,1,1,1053,71,0.00,0.00,0.00,95.35,2489.26,0.00,0.00,0.00,2584.61
2451811,45046,95,388,882,1064,2,822,13393,3797,33,1,4103,14,1,1,1056,38,61.94,5.57,67.51,52.59,731.12,36.54,13.97,11.43,789.28
2451875,77172,155,388,882,1064,2,388,882,7061,2,1,4614,18,1,1,1056,4,603.32,24.13,627.45,35.83,307.92,193.06,131.28,278.98,367.88
2451947,31493,175,12,14851,2730,136,22,13031,4465,352,1,4076,7,1,1,1057,9,664.83,13.29,678.12,52.38,125.37,465.38,173.52,25.93,191.04
2451855,63027,107,274,18067,4876,77,485,7626,153,328,1,4089,13,1,1,1058,30,2368.20,23.68,2391.88,85.68,2533.50,592.05,479.56,1296.59,2642.86
2451911,42160,139,871,18543,4119,143,750,15953,971,373,1,4570,19,1,1,1060,1,3.42,0.03,3.45,55.21,27.41,2.73,0.69,0.00,82.65
2451841,9687,26,489,12191,29,499,153,12361,6465,29,1,4024,1,1,1,1061,47,519.82,36.38,556.20,73.29,891.12,301.49,52.39,165.94,1000.79
2451888,70755,80,933,10570,6926,99,406,11515,750,381,1,4011,1,1,1,1062,8,166.32,14.96,181.28,21.58,237.60,73.18,28.87,64.27,274.14
2451892,59743,67,995,18823,362,169,804,6408,772,204,1,4616,20,1,1,1064,5,257.60,5.15,262.75,84.12,142.25,213.80,12.70,31.10,231.52
2451833,60589,92,74,3529,3671,146,195,18003,5732,341,1,4610,8,1,1,1065,79,3343.28,66.86,3410.14,49.56,1418.05,1337.31,882.62,1123.35,1534.47
2451849,74758,65,904,7580,5672,256,673,16568,1924,268,1,4622,7,1,1,1066,5,331.35,26.50,357.85,81.84,98.90,69.58,81.14,180.63,207.24
2451851,917,176,733,17694,6487,64,535,1896,4447,62,1,4057,7,1,1,1067,71,567.29,39.71,607.00,76.85,756.86,34.03,325.28,207.98,873.42
2451876,22800,127,259,15844,6654,75,78,17717,6096,175,1,4055,19,1,1,1069,2,6.56,0.06,6.62,94.92,11.86,1.96,3.58,1.02,106.84
2451846,60735,67,259,15844,6654,75,542,12347,946,12,1,4719,3,1,1,1069,34,2034.90,162.79,2197.69,84.57,1322.60,1404.08,548.81,82.01,1569.96
2451823,73549,104,338,8087,6621,386,584,11493,798,252,1,4718,8,1,1,1071,31,726.02,14.52,740.54,78.20,744.62,602.59,53.07,70.36,837.34
2451966,75555,68,462,7833,6940,279,905,4872,1981,262,1,4007,18,1,1,1076,47,922.14,0.00,922.14,62.91,135.36,147.54,588.69,185.91,198.27
2451857,43029,53,462,7833,6940,279,814,12372,1252,319,1,4013,6,1,1,1076,17,95.03,3.80,98.83,57.33,887.23,72.22,4.56,18.25,948.36
2451922,68217,19,125,13698,4886,190,51,17436,6195,78,1,4031,14,1,1,1080,9,1704.33,0.00,1704.33,78.62,803.16,869.20,592.94,242.19,881.78
2451813,47668,1,391,12324,5978,295,266,7386,6946,234,1,4011,11,1,1,1083,11,441.87,22.09,463.96,60.67,138.05,238.60,93.50,109.77,220.81
2451952,56349,155,850,798,4673,8,941,7713,2738,363,1,4189,18,1,1,1084,1,160.08,0.00,160.08,92.87,43.35,136.06,12.49,11.53,136.22
2452028,64983,175,861,11826,5902,399,427,6951,7152,433,1,4725,16,1,1,1085,1,90.15,4.50,94.65,75.29,90.15,50.48,38.47,1.20,169.94
2451842,32651,127,861,11826,,399,397,,,,1,,7,,1,1085,,627.36,,677.54,,,,5.52,,
2451975,45840,116,559,15987,2054,278,43,11605,6966,316,1,4043,20,1,1,1086,49,1167.67,46.70,1214.37,98.80,1167.67,163.47,592.47,411.73,1313.17
2451934,57056,31,340,14146,6088,362,340,14146,3365,362,1,4666,5,1,1,1087,20,738.40,7.38,745.78,7.50,165.60,191.98,284.13,262.29,180.48
2452018,69980,95,220,13712,2067,114,855,11670,7063,252,1,4037,6,1,1,1088,9,942.66,47.13,989.79,74.90,773.01,160.25,156.48,625.93,895.04
2451854,35815,50,119,2622,6894,405,954,4080,2788,180,1,4711,16,1,1,1089,1,111.34,6.68,118.02,0.75,46.11,81.27,24.65,5.42,53.54
2451917,74422,13,811,5333,3454,152,696,3036,3077,466,1,4193,13,1,1,1090,33,1099.56,43.98,1143.54,88.14,157.08,846.66,237.72,15.18,289.20
2451840,65610,152,811,5333,3454,152,805,10213,4414,215,1,4039,5,1,1,1090,2,183.34,3.66,187.00,98.20,76.38,163.17,1.81,18.36,178.24
2451917,45699,65,811,5333,3454,152,35,5422,5547,392,1,4669,7,1,1,1090,30,591.90,53.27,645.17,26.26,285.00,349.22,177.15,65.53,364.53
2451993,21470,44,862,5808,3755,225,838,13502,5095,72,1,4015,3,1,1,1091,14,1268.26,0.00,1268.26,53.99,312.90,152.19,401.78,714.29,366.89
2451901,33598,169,862,5808,3755,225,589,1017,5267,378,1,4708,18,1,1,1091,26,2156.18,107.80,2263.98,42.92,1516.06,776.22,13.79,1366.17,1666.78
2451910,81294,157,449,6471,2741,287,10,371,6852,118,1,4111,3,1,1,1092,82,8252.48,247.57,8500.05,45.22,4584.62,4291.28,475.34,3485.86,4877.41
2451950,75991,115,449,6471,2741,287,404,16161,3291,105,1,4700,20,1,1,1092,3,173.19,12.12,185.31,45.64,101.88,103.91,54.73,14.55,159.64
2451908,54924,121,449,6471,2741,287,856,1205,4252,480,1,4084,18,1,1,1092,1,30.16,0.30,30.46,98.27,0.00,9.34,13.74,7.08,98.57
2451892,19990,89,742,16202,903,460,131,15146,2615,75,1,4039,8,1,1,1093,1,52.08,1.56,53.64,35.46,16.02,33.33,18.75,0.00,53.04
2451853,65630,170,742,16202,903,460,777,15320,7187,211,1,4018,10,1,1,1093,80,40.00,0.00,40.00,88.12,43.20,6.80,20.58,12.62,131.32
2451879,81923,104,603,10294,2824,11,685,9746,4039,216,1,4697,14,1,1,1094,13,654.94,26.19,681.13,18.50,415.22,85.14,165.24,404.56,459.91
2451979,20105,161,675,1393,4895,105,172,13257,5581,297,1,4104,5,1,1,1096,42,3880.38,194.01,4074.39,24.81,2837.94,3880.38,0.00,0.00,3056.76
2451879,23642,44,607,18221,11,166,360,15681,4184,171,1,4035,5,1,1,1097,18,1275.66,51.02,1326.68,81.00,16.74,510.26,459.24,306.16,148.76
2451938,72812,104,607,18221,11,166,638,296,119,173,1,4731,8,1,1,1097,5,142.50,11.40,153.90,2.15,42.75,142.50,0.00,0.00,56.30
2452037,35411,32,607,18221,11,166,974,2895,3128,6,1,4161,7,1,1,1097,48,14.40,0.86,15.26,82.26,418.56,3.45,4.92,6.03,501.68
2451929,75430,41,607,18221,11,166,408,11838,3281,252,1,4744,12,1,1,1097,19,57.38,1.72,59.10,27.79,133.95,17.21,11.24,28.93,163.46
2451836,39200,97,72,18498,1675,500,133,3007,2147,182,1,4050,13,1,1,1098,6,449.10,8.98,458.08,74.43,250.20,53.89,379.40,15.81,333.61
2451928,30654,62,556,8908,6659,487,877,18208,5144,441,1,4778,12,1,1,1100,2,145.10,0.00,145.10,95.54,14.10,27.56,22.33,95.21,109.64
2451967,32366,19,556,8908,6659,487,587,7148,1453,241,1,4170,18,1,1,1100,1,93.13,1.86,94.99,3.23,65.90,72.64,20.08,0.41,70.99
2451852,30065,145,556,8908,6659,487,889,11233,4452,343,1,4065,9,1,1,1100,16,537.44,10.74,548.18,1.89,188.48,48.36,244.54,244.54,201.11
2451980,60929,92,,8908,6659,,,11809,,,1,4112,,1,1,1100,,2886.04,28.86,2914.90,93.89,92.92,1327.57,,,215.67
2451897,68157,91,556,8908,6659,487,436,18078,4849,205,1,4081,13,1,1,1100,15,21.60,0.43,22.03,30.38,54.30,6.26,4.29,11.05,85.11
2451942,17521,121,673,7602,5610,355,304,15191,4311,410,1,4180,13,1,1,1106,22,933.46,9.33,942.79,45.74,626.78,9.33,46.20,877.93,681.85
2451937,60949,65,130,18334,2609,125,612,4572,3695,22,1,4078,10,1,1,1107,68,8495.92,679.67,9175.59,11.87,2300.44,5947.14,152.92,2395.86,2991.98
2451923,68189,164,130,18334,2609,125,605,13441,2676,46,1,4050,16,1,1,1107,36,2550.24,204.01,2754.25,90.91,754.20,2422.72,26.77,100.75,1049.12
2451913,25356,56,130,18334,2609,125,130,18334,997,125,1,4132,11,1,1,1107,14,2091.04,104.55,2195.59,52.29,1082.76,1547.36,402.32,141.36,1239.60
2451932,28216,55,892,8264,5293,370,124,12377,6212,18,1,4201,2,1,1,1110,25,2158.00,43.16,2201.16,89.90,2566.25,733.72,840.32,583.96,2699.31
2452041,40192,20,892,8264,5293,370,261,17121,6164,452,1,4171,17,1,1,1110,10,46.00,0.00,46.00,42.29,19.80,30.82,15.18,0.00,62.09
2451926,66831,167,630,12228,1562,328,903,2473,3320,232,1,4052,15,1,1,1113,33,234.63,7.03,241.66,81.37,89.43,138.43,79.84,16.36,177.83
2451915,39210,101,929,8197,3512,427,511,17039,975,266,1,4121,5,1,1,1114,24,726.24,36.31,762.55,16.82,1025.28,435.74,133.63,156.87,1078.41
2451996,71396,31,929,8197,3512,427,868,13065,3372,336,1,4029,15,1,1,1114,40,1450.00,101.50,1551.50,95.37,778.80,1392.00,40.60,17.40,975.67
2451966,76044,152,929,8197,3512,427,545,16343,376,341,1,4023,9,1,1,1114,27,2435.94,170.51,2606.45,52.18,2320.11,1632.07,699.36,104.51,2542.80
2451859,56091,61,314,4976,4830,341,433,14865,4089,2,1,4131,15,1,1,1118,1,52.62,2.10,54.72,41.43,32.09,39.46,0.26,12.90,75.62
2451894,39840,20,846,14201,3685,128,162,9779,2767,451,1,4000,3,1,1,1119,34,3911.36,352.02,4263.38,37.63,1002.66,3715.79,148.63,46.94,1392.31
2451956,77529,68,211,6252,4773,154,613,13144,2603,194,1,4764,7,1,1,1121,21,670.32,60.32,730.64,57.67,219.03,261.42,65.42,343.48,337.02
2451871,27281,113,975,9104,2664,285,807,15782,1929,129,1,4802,3,1,1,1122,49,100.94,4.03,104.97,24.07,112.70,85.79,14.84,0.31,140.80
2452045,71855,127,975,9104,2664,285,689,6551,3812,56,1,4091,14,1,1,1122,24,981.36,49.06,1030.42,51.59,259.44,628.07,130.71,222.58,360.09
2451901,49813,134,169,13764,5310,104,719,161,4029,89,1,4089,9,1,1,1124,2,60.22,4.81,65.03,93.13,27.78,6.02,53.65,0.55,125.72
2452024,77574,14,884,560,1876,472,933,11026,5169,188,1,4103,5,1,1,1126,51,2852.94,171.17,3024.11,51.23,1870.68,57.05,1230.19,1565.70,2093.08
2451989,84772,55,,,6499,,,3415,402,432,1,,,1,,1129,57,3188.01,,3411.17,74.21,,1594.00,127.52,1466.49,
2451961,73307,140,452,9782,463,192,645,4049,2620,422,1,4036,8,1,1,1131,24,271.68,0.00,271.68,41.39,164.16,133.12,120.54,18.02,205.55
2451887,49486,29,620,13125,7190,428,620,13125,4259,428,1,4011,1,1,1,1133,30,3420.00,307.80,3727.80,46.11,1109.10,2428.20,39.67,952.13,1463.01
2451919,35207,146,294,7976,1186,132,555,16504,3473,486,1,4245,5,1,1,1134,11,513.92,25.69,539.61,30.37,585.31,256.96,74.51,182.45,641.37
2452014,74409,101,933,11001,2030,402,731,1862,4754,447,1,4085,20,1,1,1135,5,180.65,0.00,180.65,74.59,40.40,70.45,25.34,84.86,114.99
2451959,70577,164,933,11001,2030,402,846,2565,2076,435,1,4062,19,1,1,1135,5,146.00,5.84,151.84,9.22,110.10,81.76,3.21,61.03,125.16
2451889,65853,143,933,11001,2030,402,124,11276,737,482,1,4087,4,1,1,1135,54,166.32,0.00,166.32,69.29,196.02,69.85,48.23,48.24,265.31
2451931,35492,109,3,14231,5234,173,3,14231,1333,173,1,4247,14,1,1,1136,49,1629.74,16.29,1646.03,14.30,2648.94,48.89,237.12,1343.73,2679.53
2452005,54259,38,3,14231,5234,173,854,9299,3068,422,1,4088,5,1,1,1136,28,350.84,3.50,354.34,27.48,497.28,185.94,148.41,16.49,528.26
2451919,75492,53,37,6822,4688,137,37,6822,2706,137,1,4312,11,1,1,1137,12,46.44,4.17,50.61,93.90,20.64,37.61,6.97,1.86,118.71
2452022,67333,79,238,1601,5211,274,58,4629,3032,322,1,4951,5,1,1,1139,5,240.50,4.81,245.31,2.06,48.10,238.09,2.28,0.13,54.97
2452054,61451,115,672,4032,6616,88,709,7995,2468,306,1,4075,1,1,1,1140,32,1732.16,138.57,1870.73,64.08,4124.16,1714.83,10.91,6.42,4326.81
2451953,44129,125,841,3902,4930,251,214,15472,1168,36,1,4002,14,1,1,1141,26,1325.74,119.31,1445.05,45.79,742.30,1020.81,170.76,134.17,907.40
2451980,39152,179,841,3902,4930,251,425,3399,4645,56,1,4943,10,1,1,1141,23,94.76,1.89,96.65,35.71,163.07,90.02,3.12,1.62,200.67
2452057,44000,26,841,3902,4930,251,830,11839,2031,163,1,4297,19,1,1,1141,27,965.25,67.56,1032.81,13.71,157.14,955.59,1.73,7.93,238.41
2451884,57156,121,638,6193,4267,58,638,6193,5426,58,1,4048,1,1,1,1145,8,444.00,35.52,479.52,72.44,130.24,364.08,10.38,69.54,238.20
2451919,6792,80,638,6193,4267,58,898,13845,1659,129,1,4004,19,1,1,1145,27,319.68,12.78,332.46,44.60,96.39,159.84,62.33,97.51,153.77
2452046,48683,74,85,16526,4815,380,910,4523,1049,103,1,4922,5,1,1,1146,10,204.30,2.04,206.34,41.36,194.10,28.60,158.13,17.57,237.50
2451970,4540,11,82,179,6749,206,82,179,3603,206,1,4890,13,1,1,1147,3,58.26,2.91,61.17,77.64,170.91,53.01,2.67,2.58,251.46
2451961,70041,80,346,6974,394,118,517,15063,2226,390,1,4102,16,1,1,1148,37,0.00,0.00,0.00,12.39,1341.25,0.00,0.00,0.00,1353.64
2452050,65131,56,680,11049,2585,314,680,11049,129,314,1,4312,20,1,1,1149,16,567.04,11.34,578.38,93.77,307.68,238.15,243.37,85.52,412.79
2452031,54069,80,680,11049,2585,314,589,12409,5286,15,1,4899,15,1,1,1149,62,1935.64,77.42,2013.06,88.99,391.22,1742.07,25.16,168.41,557.63
2452033,30088,50,685,4864,3187,91,162,1916,5644,32,1,4907,9,1,1,1152,2,105.10,4.20,109.30,91.49,20.34,45.19,3.59,56.32,116.03
2451985,44917,103,685,4864,3187,91,282,7603,5116,225,1,4301,5,1,1,1152,6,180.36,10.82,191.18,64.35,379.80,21.64,130.15,28.57,454.97
2452071,58220,97,720,7288,201,18,720,7288,668,18,1,4050,17,1,1,1153,16,666.88,40.01,706.89,30.43,133.28,246.74,302.50,117.64,203.72
2452019,66296,98,682,2150,5081,57,98,9156,4216,365,1,4217,12,1,1,1155,35,3245.55,64.91,3310.46,85.78,1026.55,389.46,1285.24,1570.85,1177.24
2452063,10354,140,682,2150,5081,57,317,12470,4228,189,1,4021,18,1,1,1155,11,1462.67,58.50,1521.17,85.80,457.93,29.25,444.36,989.06,602.23
2452086,67351,151,682,2150,5081,57,365,18168,4993,242,1,4060,2,1,1,1155,25,111.75,2.23,113.98,11.23,559.75,39.11,59.56,13.08,573.21
2452035,9459,11,316,12975,7099,414,316,12975,7165,414,1,4889,17,1,1,1156,4,545.12,10.90,556.02,16.20,39.72,267.10,172.37,105.65,66.82
2451962,4394,65,573,2319,1489,500,687,12435,946,89,1,4238,11,1,1,1159,24,1728.96,0.00,1728.96,90.79,1047.12,950.92,23.34,754.70,1137.91
2451962,66043,13,375,4093,4611,129,375,4093,1500,129,1,4037,12,1,1,1160,16,933.28,0.00,933.28,17.81,427.68,37.33,232.94,663.01,445.49
2452067,49750,101,375,4093,4611,129,375,4093,3069,129,1,4054,18,1,1,1160,6,86.64,1.73,88.37,98.01,38.64,84.90,1.14,0.60,138.38
2451966,71521,137,890,14511,4412,273,702,5300,5112,151,1,4233,7,1,1,1163,10,454.30,0.00,454.30,42.29,188.20,190.80,108.03,155.47,230.49
2451926,65897,176,537,18036,1470,413,340,11895,6613,420,1,4253,8,1,1,1167,5,407.25,20.36,427.61,8.13,106.65,358.38,42.02,6.85,135.14
2451986,27953,1,537,18036,1470,413,171,13477,2095,309,1,4077,11,1,1,1167,1,4.79,0.43,5.22,63.18,27.38,0.47,3.93,0.39,90.99
2451973,74246,68,537,18036,1470,413,589,5664,2623,262,1,4075,12,1,1,1167,30,412.50,28.87,441.37,55.37,16.50,264.00,123.25,25.25,100.74
2451991,49121,155,710,5228,6129,15,365,15162,752,194,1,4008,7,1,1,1170,22,262.24,7.86,270.10,48.47,936.54,220.28,14.26,27.70,992.87
2451904,69766,143,93,13739,2114,348,613,18819,2096,142,1,4021,20,1,1,1176,38,54.72,0.00,54.72,86.54,218.88,5.47,26.59,22.66,305.42
2452113,72342,56,539,4168,4629,21,985,14367,5033,92,1,4285,10,1,1,1180,79,2212.79,110.63,2323.42,58.57,345.23,221.27,1792.36,199.16,514.43
2451972,67980,37,204,6373,4077,90,386,18100,5274,192,1,4033,19,1,1,1182,14,1511.02,135.99,1647.01,8.90,575.54,1329.69,18.13,163.20,720.43
2452088,23409,163,204,6373,4077,90,506,5599,5083,87,1,4257,19,1,1,1182,5,543.40,48.90,592.30,45.21,359.45,32.60,255.40,255.40,453.56
2452051,41250,104,866,1597,4024,350,118,579,261,300,1,4283,11,1,1,1185,10,14.20,0.14,14.34,59.35,16.40,0.00,11.07,3.13,75.89
2451940,58485,161,510,3306,4934,446,498,18275,3747,392,1,4100,14,1,1,1186,68,236.64,7.09,243.73,58.61,255.00,42.59,23.28,170.77,320.70
2452063,59480,101,651,14444,3884,177,348,8753,5541,78,1,5028,9,1,1,1188,27,2054.97,82.19,2137.16,5.28,1598.13,164.39,1209.97,680.61,1685.60
2452047,68769,31,651,14444,3884,177,135,3821,3403,124,1,4241,13,1,1,1188,6,12.84,0.38,13.22,9.78,166.92,6.42,3.59,2.83,177.08
2452086,25871,25,67,9642,4097,112,617,1638,3149,241,1,5047,11,1,1,1189,26,4797.26,383.78,5181.04,31.61,1918.80,4461.45,130.96,204.85,2334.19
2451974,38422,62,67,9642,4097,112,560,15321,2752,390,1,4013,10,1,1,1189,62,9996.26,299.88,10296.14,62.02,7244.08,6097.71,1871.30,2027.25,7605.98
2451998,60672,17,172,120,1444,427,206,15226,5442,53,1,4990,12,1,1,1190,4,102.40,7.16,109.56,31.22,81.20,19.45,53.91,29.04,119.58
2452055,63573,101,172,120,1444,427,847,7296,2895,418,1,4027,14,1,1,1190,19,2041.74,163.33,2205.07,26.03,865.45,673.77,383.03,984.94,1054.81
2451937,45133,37,432,5018,3900,134,309,8651,5289,247,1,5027,1,1,1,1191,2,9.88,0.79,10.67,19.59,41.16,6.32,0.42,3.14,61.54
2452047,53863,50,413,11879,2880,437,23,16990,6670,490,1,4993,17,1,1,1194,80,4452.80,400.75,4853.55,84.24,2202.40,89.05,2138.23,2225.52,2687.39
2451971,41240,110,829,9378,2279,404,101,9272,3150,452,1,4027,18,1,1,1195,8,319.76,22.38,342.14,10.73,239.84,182.26,61.87,75.63,272.95
2452021,45922,7,998,17065,204,360,65,1416,2474,20,1,4068,18,1,1,1197,10,1223.60,24.47,1248.07,86.96,478.80,416.02,113.06,694.52,590.23
2451917,20636,41,292,12098,6680,221,997,15087,2598,274,1,5010,16,1,1,1198,34,1804.04,108.24,1912.28,20.15,919.02,72.16,1212.31,519.57,1047.41
2451971,3185,103,994,14312,3389,263,805,494,7173,55,1,4233,7,1,1,1199,22,106.04,7.42,113.46,62.02,120.56,53.02,51.95,1.07,190.00
2451938,73552,155,564,6078,32,366,520,440,3337,158,1,4090,8,1,1,1204,2,407.42,24.44,431.86,23.35,26.56,12.22,252.92,142.28,74.35
2451892,75668,65,730,1340,6527,402,563,1936,937,2,1,4000,4,1,1,1205,52,265.20,7.95,273.15,18.43,212.16,23.86,168.93,72.41,238.54
2451942,37296,164,730,1340,6527,402,656,7877,170,27,1,5038,5,1,1,1205,41,2512.07,200.96,2713.03,75.81,1167.27,351.68,1145.00,1015.39,1444.04
2452119,25458,53,817,13294,5098,115,169,7434,535,305,1,4216,15,1,1,1206,7,59.71,4.17,63.88,25.48,36.75,30.45,26.33,2.93,66.40
2451966,29332,37,426,119,6740,50,722,2419,3498,93,1,5024,18,1,1,1207,66,5183.64,207.34,5390.98,90.79,228.36,4820.78,308.43,54.43,526.49
2452008,65263,71,99,7527,6123,235,428,10003,1106,324,1,4972,11,1,1,1208,5,20.30,1.82,22.12,41.21,15.60,4.26,2.24,13.80,58.63
2452073,34585,146,99,7527,6123,235,563,15580,5266,301,1,4012,13,1,1,1208,26,2374.32,0.00,2374.32,17.80,1637.48,973.47,98.05,1302.80,1655.28
2451984,46354,65,138,13233,2081,76,138,13233,7092,76,1,4021,19,1,1,1211,65,8123.70,568.65,8692.35,11.50,4351.75,6092.77,1482.57,548.36,4931.90
2451942,52175,68,108,9558,5321,251,686,16968,5341,177,1,4017,5,1,1,1212,33,787.38,23.62,811.00,67.44,1514.37,755.88,1.57,29.93,1605.43
2451910,14125,1,959,13653,4652,375,517,5857,5830,338,1,5051,8,1,1,1214,30,282.90,8.48,291.38,41.45,990.60,155.59,25.46,101.85,1040.53
2451900,69435,29,959,13653,4652,375,95,17979,2492,293,1,4059,16,1,1,1214,26,63.18,3.15,66.33,23.04,151.32,44.22,5.87,13.09,177.51
2452034,20519,98,48,16012,161,441,744,3930,786,31,1,4980,13,1,1,1215,37,356.31,10.68,366.99,91.85,870.98,320.67,18.17,17.47,973.51
2452083,59509,92,48,16012,161,441,786,17511,6397,11,1,4100,13,1,1,1215,4,321.64,22.51,344.15,60.63,234.84,51.46,226.95,43.23,317.98
2452047,34313,119,48,16012,161,441,235,16292,1813,145,1,4284,14,1,1,1215,24,2173.20,65.19,2238.39,70.25,2354.40,521.56,1519.50,132.14,2489.84
2452065,72689,59,409,5360,1703,350,897,10808,5124,144,1,4073,17,1,1,1217,21,1740.06,139.20,1879.26,73.83,72.45,957.03,469.81,313.22,285.48
2452144,18523,19,409,5360,1703,350,634,16744,3535,477,1,4971,2,1,1,1217,63,6705.09,67.05,6772.14,44.52,1519.56,1408.06,688.61,4608.42,1631.13
2452027,18406,85,962,12038,6123,227,452,4939,5283,175,1,5058,18,1,1,1219,26,620.10,43.40,663.50,18.62,413.40,496.08,99.21,24.81,475.42
2452046,74103,170,388,4407,4217,108,451,18448,7032,500,1,4242,17,1,1,1220,52,5517.72,55.17,5572.89,62.61,930.28,386.24,4002.55,1128.93,1048.06
2452071,20369,73,388,4407,4217,108,324,12820,2769,31,1,4228,11,1,1,1220,76,210.52,10.52,221.04,25.70,2317.24,136.83,24.31,49.38,2353.46
2452018,65144,47,388,4407,4217,108,549,2210,7060,446,1,4281,4,1,1,1220,26,886.60,53.19,939.79,28.35,379.86,141.85,603.24,141.51,461.40
2451948,63331,146,430,3374,7165,356,863,2247,3543,87,1,4267,19,1,1,1225,15,809.25,64.74,873.99,85.01,333.90,793.06,4.37,11.82,483.65
2452083,14645,35,719,7532,4490,252,304,19029,6716,82,1,5017,6,1,1,1226,13,524.55,47.20,571.75,91.21,155.87,183.59,303.45,37.51,294.28
2452035,10349,29,868,10583,5529,36,187,17638,2375,459,1,4221,10,1,1,1227,69,598.92,53.90,652.82,29.42,253.23,556.99,10.48,31.45,336.55
2451981,66026,53,437,10649,1349,105,43,17266,6546,274,1,4027,5,1,1,1228,13,1406.34,42.19,1448.53,86.37,210.86,112.50,1229.14,64.70,339.42
