loan_id,customer_id,loan_date,amount,interest_rate,term_months,status
L003204,C028893,2023-01-29,110516.55,9.14,24,active
L003205,C008352,2021-04-19,393375.8,7.64,36,defaulted
L003206,C034140,2021-04-24,394813.41,7.88,48,active
L003207,C018905,2020-03-01,161207.8,9.72,24,defaulted
L003208,C020017,2022-09-02,166789.27,3.09,12,active
L003209,C001599,2023-01-15,89399.71,12.87,60,active
L003210,C016195,2021-04-11,445577.46,14.18,36,active
L003211,C044109,2021-12-29,378268.72,8.06,60,active
L003212,C038445,2020-03-02,146032.2,5.95,24,paid
L003213,C038786,2022-09-24,320436.38,7.86,24,active
L003214,C016573,2020-05-22,462481.39,9.68,24,defaulted
L003215,C016883,2021-02-21,462840.72,6.13,48,paid
L003216,C031906,2020-09-12,229990.42,12.21,24,defaulted
L003217,C038096,2021-03-13,31430.74,4.74,12,active
L003218,C041186,2022-12-11,181335.06,7.29,48,active
L003219,C032312,2022-07-19,341761.72,4.17,48,active
L003220,C035684,2020-08-22,215285.92,12.58,36,defaulted
L003221,C022294,2020-07-22,240781.56,7.02,36,active
L003222,C011835,2021-10-26,192845.26,4.36,48,active
L003223,C029639,2021-05-01,361101.27,6.66,60,active
L003224,C033374,2020-07-03,491497.04,12.0,36,paid
L003225,C038535,2020-01-15,397680.22,14.23,12,paid
L003226,C007047,2020-02-29,253783.23,7.4,36,defaulted
L003227,C031070,2022-04-21,259878.68,13.3,60,paid
L003228,C019074,2022-09-26,4219.01,13.36,36,active
L003229,C043826,2022-04-27,129298.15,11.84,24,paid
L003230,C021377,2021-02-06,194897.53,3.82,36,paid
L003231,C029898,2022-01-04,152468.91,14.19,12,paid
L003232,C032353,2020-06-12,213779.84,14.72,24,defaulted
L003233,C003738,2020-10-11,33634.52,6.7,36,active
L003234,C008007,2022-09-01,413786.14,9.12,24,active
L003235,C032777,2022-08-05,329901.18,3.89,36,active
L003236,C022263,2022-11-25,118507.84,5.37,60,active
L003237,C021145,2023-01-17,319391.74,7.47,60,defaulted
L003238,C008799,2021-12-26,161371.0,12.07,12,active
L003239,C037345,2022-09-14,55880.54,4.58,24,active
L003240,C022354,2022-04-20,216666.18,6.54,60,active
L003241,C019662,2022-04-05,264997.32,5.11,36,active
L003242,C023819,2023-02-12,231074.32,9.54,48,defaulted
L003243,C008937,2021-04-30,303472.2,10.54,36,active
L003244,C029446,2020-09-15,306108.85,8.71,12,active
L003245,C033641,2023-04-13,455539.11,9.09,36,paid
L003246,C029642,2020-07-11,272357.67,11.0,60,active
L003247,C036983,2020-01-17,304425.97,7.78,60,active
L003248,C000205,2023-01-24,40363.32,6.83,12,active
L003249,C023500,2021-10-29,133726.07,5.46,48,paid
L003250,C019921,2021-01-24,295187.08,5.49,36,active
L003251,C001593,2022-12-08,375716.65,10.12,36,active
L003252,C048444,2021-09-05,313844.46,4.81,60,active
L003253,C039843,2022-01-17,477257.24,14.97,24,active
L003254,C049082,2020-02-20,31020.78,4.07,48,active
L003255,C040845,2021-11-04,450926.23,5.5,12,active
L003256,C042234,2020-12-31,359454.67,13.39,48,active
L003257,C011949,2020-09-14,187533.63,11.83,36,active
L003258,C005929,2021-01-16,185688.86,12.45,12,active
L003259,C032708,2020-07-23,276486.25,12.26,36,defaulted
L003260,C024037,2022-08-25,259724.76,12.74,12,defaulted
L003261,C025358,2022-02-06,75596.24,7.02,24,active
L003262,C010855,2022-11-15,55440.07,8.08,24,defaulted
L003263,C012707,2020-03-17,41697.85,10.65,60,active
L003264,C009450,2022-08-23,291727.47,6.97,12,paid
L003265,C046970,2023-02-11,415400.33,4.51,24,active
L003266,C010744,2020-03-26,308639.64,6.55,12,defaulted
L003267,C003049,2021-03-05,91405.35,4.68,48,defaulted
L003268,C001414,2023-04-03,484253.52,11.38,12,active
L003269,C044101,2022-01-29,154622.3,4.99,36,active
L003270,C015777,2020-02-02,172283.44,5.19,36,active
L003271,C032751,2020-12-21,184267.73,6.31,12,active
L003272,C002137,2021-01-10,95126.25,7.8,12,active
L003273,C030987,2021-08-21,174252.42,14.05,36,active
L003274,C030927,2021-12-10,428104.71,4.86,60,active
L003275,C045585,2022-03-01,179247.41,7.75,60,paid
L003276,C013551,2020-03-13,400454.55,9.66,24,active
L003277,C045540,2023-03-08,119092.21,5.47,12,paid
L003278,C019034,2021-08-11,248612.77,10.77,36,active
L003279,C019382,2020-07-16,17198.73,5.03,60,paid
L003280,C034578,2023-03-30,75613.37,3.8,12,active
L003281,C032570,2021-10-22,131669.49,10.43,48,active
L003282,C030323,2021-05-30,268380.67,14.21,24,paid
L003283,C034220,2022-07-18,33867.34,9.01,48,active
L003284,C049017,2020-02-26,490476.33,5.68,60,active
L003285,C041130,2022-11-16,46320.15,13.14,36,active
L003286,C000786,2022-02-10,72509.77,4.56,48,paid
L003287,C049754,2020-09-04,23965.71,13.97,48,active
L003288,C015944,2021-02-02,4821.11,3.12,36,active
L003289,C042300,2020-03-11,63307.86,4.7,48,active
L003290,C003712,2021-04-14,273083.88,8.02,60,defaulted
L003291,C046025,2020-03-07,60172.1,12.25,48,active
L003292,C001324,2022-10-28,328982.81,4.41,48,active
L003293,C030480,2021-02-22,214547.54,6.86,60,active
L003294,C016071,2022-06-06,336513.01,3.86,24,defaulted
L003295,C004391,2022-10-19,137265.84,6.21,48,defaulted
L003296,C000598,2020-01-08,69756.66,3.5,48,active
L003297,C047193,2021-08-28,272094.69,5.32,36,active
L003298,C007470,2021-04-23,127168.57,9.71,24,active
L003299,C040975,2023-03-25,395851.53,8.19,60,active
L003300,C035691,2020-06-23,141313.88,3.07,48,active
L003301,C041673,2022-10-26,353450.48,14.42,24,paid
L003302,C012337,2022-10-25,492288.37,5.38,24,defaulted
L003303,C009919,2020-01-01,252577.01,8.4,24,defaulted
L003304,C015357,2021-12-13,115297.3,10.0,48,paid
L003305,C001621,2022-06-26,121676.55,4.42,24,defaulted
L003306,C001190,2021-09-25,22027.07,6.04,24,defaulted
L003307,C013699,2023-02-20,121485.77,11.39,12,paid
L003308,C008483,2020-11-28,129627.54,9.65,12,active
L003309,C038905,2020-07-21,234229.0,5.76,24,active
L003310,C009903,2020-08-20,95783.94,8.39,36,active
L003311,C009739,2022-12-28,15918.39,13.07,60,active
L003312,C000464,2020-06-22,206050.42,11.05,60,paid
L003313,C025079,2022-09-21,376370.22,9.57,12,active
L003314,C017032,2023-02-09,308069.46,3.09,48,active
L003315,C005867,2021-07-23,144463.04,9.6,12,active
L003316,C009832,2023-01-12,161894.15,13.99,60,active
L003317,C049394,2021-02-08,64051.82,4.06,24,paid
L003318,C022188,2021-03-01,16338.16,11.25,36,active
L003319,C025355,2022-06-28,96121.21,10.78,36,paid
L003320,C040887,2023-02-17,339155.35,8.79,24,active
L003321,C015708,2021-11-26,317717.93,4.02,60,paid
L003322,C006096,2022-03-07,234310.24,6.12,48,active
L003323,C029552,2020-08-13,103295.82,13.76,48,active
L003324,C018029,2022-04-06,489841.83,10.68,36,active
L003325,C000612,2020-03-23,399271.44,7.32,12,defaulted
L003326,C005332,2021-07-01,210234.0,9.75,48,active
L003327,C033025,2020-03-30,296773.07,12.52,24,active
L003328,C006110,2021-04-16,419345.47,8.19,60,active
L003329,C026407,2022-10-04,306134.25,8.95,36,active
L003330,C008131,2020-08-27,367834.55,8.87,36,active
L003331,C022326,2020-08-17,80153.64,7.64,36,paid
L003332,C049151,2022-09-17,147993.12,12.76,24,defaulted
L003333,C014068,2021-10-18,355033.66,3.04,12,active
L003334,C001519,2023-04-13,141728.92,12.85,36,defaulted
L003335,C028373,2023-03-20,89043.92,9.43,36,defaulted
L003336,C000735,2022-07-20,160052.57,11.41,24,active
L003337,C010900,2020-03-28,219351.6,9.12,36,paid
L003338,C009111,2020-07-14,351271.7,10.53,48,active
L003339,C029357,2021-07-31,468667.28,14.78,60,paid
L003340,C024831,2020-03-04,361299.47,8.27,48,active
L003341,C028694,2020-10-30,319550.2,5.36,48,paid
L003342,C013554,2020-08-30,41145.69,6.39,48,defaulted
L003343,C022595,2022-04-23,187390.27,14.08,24,active
L003344,C037618,2022-09-28,315130.64,14.37,48,defaulted
L003345,C018013,2021-05-13,397823.23,5.16,24,defaulted
L003346,C035403,2023-03-27,446761.46,11.99,36,defaulted
L003347,C038082,2022-06-14,433476.59,7.72,60,active
L003348,C028842,2021-01-29,367026.28,6.35,36,active
L003349,C016591,2021-02-14,243438.32,10.09,48,active
L003350,C038140,2022-04-07,341390.45,11.66,48,active
L003351,C024133,2022-02-03,423659.62,5.18,60,active
L003352,C009107,2020-06-28,100992.3,5.97,36,paid
L003353,C003617,2022-04-21,208411.21,5.45,24,active
L003354,C018213,2021-08-26,64757.88,7.04,48,paid
L003355,C042003,2022-08-05,460601.63,13.65,36,active
L003356,C011219,2022-09-04,358632.07,4.34,12,active
L003357,C026645,2020-07-22,206681.27,7.45,12,defaulted
L003358,C025063,2020-09-24,131778.81,8.04,60,active
L003359,C006527,2020-09-06,383711.21,13.26,60,defaulted
L003360,C036110,2023-01-11,254670.31,11.6,36,active
L003361,C030273,2020-04-09,357199.18,10.66,36,active
L003362,C037367,2022-07-17,172822.08,11.99,60,paid
L003363,C020381,2022-10-27,38562.52,15.0,12,active
L003364,C018533,2021-07-11,353213.58,5.84,24,paid
L003365,C020112,2020-07-06,367666.68,10.86,24,active
L003366,C006653,2023-02-21,257524.45,5.4,48,active
L003367,C049846,2021-08-08,488002.97,5.12,60,defaulted
L003368,C003960,2022-05-02,54680.26,12.66,48,defaulted
L003369,C001278,2020-09-09,147460.67,6.45,12,active
L003370,C024143,2023-01-10,429384.41,13.11,60,defaulted
L003371,C023040,2021-04-28,184332.11,6.09,24,paid
L003372,C026665,2022-06-09,442417.27,6.46,12,active
L003373,C045518,2023-04-15,449007.9,13.53,24,active
L003374,C031908,2020-12-02,338823.78,8.62,60,active
L003375,C043977,2022-03-28,480447.23,10.9,48,active
L003376,C025932,2021-04-26,142006.02,12.42,24,paid
L003377,C015530,2021-09-24,25912.74,5.55,24,defaulted
L003378,C036623,2020-07-07,86731.17,7.6,12,active
L003379,C012908,2022-05-23,226434.98,8.7,12,defaulted
L003380,C025620,2020-07-09,78599.17,3.02,36,paid
L003381,C017664,2023-02-15,339362.81,11.83,60,defaulted
L003382,C023863,2020-04-30,413443.19,13.88,24,active
L003383,C024003,2020-01-17,414738.72,10.96,48,paid
L003384,C036339,2021-08-09,448998.8,7.6,36,defaulted
L003385,C006854,2022-01-14,43836.15,5.42,24,defaulted
L003386,C046369,2020-07-27,339236.9,6.5,48,active
L003387,C048444,2020-12-24,441149.64,9.07,24,active
L003388,C030315,2022-03-03,61033.59,5.78,36,paid
L003389,C028582,2020-07-06,236717.44,5.46,48,active
L003390,C024818,2023-01-17,333419.8,5.79,60,defaulted
L003391,C024944,2020-03-27,132391.19,9.6,48,paid
L003392,C041784,2021-11-14,284638.82,6.1,60,active
L003393,C024207,2023-04-06,378456.41,13.36,12,active
L003394,C008424,2021-01-06,457332.37,10.68,60,active
L003395,C046128,2023-03-23,56746.91,9.63,12,active
L003396,C010350,2020-11-14,134398.25,4.61,12,active
L003397,C030397,2021-01-17,496652.15,3.81,48,active
L003398,C015588,2020-12-28,366391.02,14.35,12,defaulted
L003399,C047575,2023-02-13,107315.99,8.93,60,active
L003400,C000631,2020-09-07,274357.58,4.98,36,defaulted
L003401,C011100,2021-04-29,182639.75,10.52,24,defaulted
L003402,C040751,2021-10-16,187119.27,7.86,12,paid
L003403,C004779,2021-06-12,357384.27,3.31,60,active
L003404,C003199,2022-10-30,220451.17,5.73,24,active
L003405,C013301,2020-07-23,177974.15,14.24,48,defaulted
L003406,C007269,2022-08-27,482168.19,9.96,60,active
L003407,C000698,2021-05-02,111877.91,4.95,48,defaulted
L003408,C015990,2021-07-26,357211.48,3.89,12,paid
L003409,C024720,2023-03-03,89739.76,5.5,24,active
L003410,C034613,2023-01-16,102758.29,8.13,60,paid
L003411,C034893,2020-09-27,163605.12,6.95,48,active
L003412,C024358,2020-04-27,254311.77,6.05,36,active
L003413,C011761,2023-04-01,12873.22,4.46,60,paid
L003414,C027183,2021-08-01,183570.02,13.91,36,defaulted
L003415,C032054,2022-06-27,181311.78,6.44,60,active
L003416,C042950,2022-08-31,219992.33,5.42,48,defaulted
L003417,C015505,2023-03-25,281643.26,6.6,36,active
L003418,C046892,2023-02-16,492018.8,11.28,60,defaulted
L003419,C014853,2021-05-24,86386.18,9.42,12,active
L003420,C006805,2023-02-07,417084.11,9.46,36,active
L003421,C016118,2021-01-28,446283.38,10.37,36,active
L003422,C011777,2020-03-15,299960.41,7.08,12,active
L003423,C030206,2020-07-24,423344.57,7.87,60,defaulted
L003424,C015968,2021-04-20,489676.15,10.88,12,defaulted
L003425,C041428,2020-12-30,15847.53,12.78,24,active
L003426,C037986,2020-11-01,461689.77,8.66,60,paid
L003427,C033427,2023-03-24,72463.89,9.89,12,active
L003428,C031973,2021-12-22,99222.1,14.55,60,active
L003429,C038514,2022-11-21,470445.05,13.05,48,active
L003430,C010004,2022-01-14,450542.6,5.7,12,active
L003431,C015912,2021-04-28,357133.02,10.43,48,active
L003432,C021897,2021-01-15,185402.85,8.15,48,defaulted
L003433,C043488,2021-09-27,255204.63,13.36,48,active
L003434,C006783,2020-06-19,111116.63,12.18,12,active
L003435,C023511,2022-06-08,449130.56,7.75,24,active
L003436,C009298,2022-10-11,285659.15,7.57,24,active
L003437,C032500,2021-04-24,104355.51,3.98,60,active
L003438,C020408,2020-07-02,259681.16,6.71,12,active
L003439,C020068,2022-03-27,19740.75,6.22,60,active
L003440,C013608,2022-04-19,65931.21,11.11,48,active
L003441,C028055,2023-01-27,354362.29,9.51,60,paid
L003442,C047413,2020-05-30,154358.0,12.48,48,active
L003443,C024244,2020-09-27,200044.42,14.61,48,active
L003444,C034042,2021-02-22,332803.39,7.08,24,active
L003445,C033087,2022-02-20,79286.02,13.91,24,active
L003446,C014228,2023-03-12,230289.78,3.48,24,paid
L003447,C021686,2022-06-13,478791.62,6.23,48,active
L003448,C014502,2021-08-05,96930.61,13.37,36,paid
L003449,C006230,2020-06-05,130835.25,10.79,36,active
L003450,C035142,2023-02-28,150784.22,6.04,36,active
L003451,C000727,2022-02-18,430769.75,5.94,48,active
L003452,C000865,2020-06-16,46388.15,6.82,36,active
L003453,C044570,2021-04-06,266543.11,11.47,12,defaulted
L003454,C047290,2020-10-12,60940.6,8.57,24,paid
L003455,C045047,2021-09-02,433666.49,10.26,24,active
L003456,C034473,2020-07-19,94173.2,3.08,12,active
L003457,C021393,2020-01-12,159320.92,11.29,60,active
L003458,C038712,2020-12-09,164721.57,4.85,24,paid
L003459,C011263,2021-01-31,20674.1,9.45,36,active
L003460,C030688,2022-12-24,442731.73,4.43,36,active
L003461,C036248,2020-05-19,48767.59,7.13,60,active
L003462,C044006,2020-04-30,402136.27,5.96,36,active
L003463,C034504,2022-08-24,237142.77,9.12,24,active
L003464,C004934,2020-05-25,297611.52,10.56,48,paid
L003465,C044660,2020-05-01,99352.09,3.53,36,paid
L003466,C015521,2020-04-06,27273.2,11.42,24,paid
L003467,C003510,2022-08-09,242972.53,3.12,36,paid
L003468,C011683,2023-02-17,312044.58,3.21,12,active
L003469,C026950,2020-05-05,162667.26,7.32,24,active
L003470,C042323,2022-11-22,417202.88,13.09,60,active
L003471,C026807,2023-03-23,267204.78,9.46,60,paid
L003472,C027108,2021-02-03,283480.37,6.07,12,active
L003473,C008615,2021-03-16,389571.9,9.76,24,active
L003474,C047781,2020-01-20,166013.79,8.54,12,active
L003475,C037114,2023-02-08,72190.18,12.25,12,active
L003476,C023931,2020-12-26,154872.17,14.82,36,paid
L003477,C045928,2023-01-29,396722.66,7.36,36,paid
L003478,C000125,2021-11-09,420813.43,10.13,24,active
L003479,C001485,2021-10-18,191101.9,7.62,12,active
L003480,C029038,2021-07-30,130558.43,3.44,60,defaulted
L003481,C022035,2021-01-03,11936.81,9.64,48,active
L003482,C016169,2022-12-10,333055.39,10.78,36,active
L003483,C019503,2021-05-04,274065.4,10.37,48,paid
L003484,C021952,2021-11-13,189553.1,9.82,12,active
L003485,C033197,2021-12-22,108441.69,12.01,60,paid
L003486,C032549,2020-06-12,188926.64,13.65,48,defaulted
L003487,C002159,2020-04-25,194042.21,5.78,48,active
L003488,C037768,2020-10-08,433173.12,10.13,36,paid
L003489,C019363,2020-01-17,320616.33,5.62,48,active
L003490,C015708,2021-05-23,231455.23,9.37,60,active
L003491,C004787,2022-07-28,255411.18,14.2,12,active
L003492,C011246,2022-12-21,335230.12,6.46,24,paid
L003493,C024666,2021-05-27,42913.66,12.55,12,defaulted
L003494,C007867,2023-01-26,220152.66,6.26,36,defaulted
L003495,C008507,2020-09-28,20871.8,7.28,36,active
L003496,C047810,2022-02-19,383527.6,5.88,60,active
L003497,C009369,2020-08-18,352243.44,6.96,60,active
L003498,C018802,2021-08-10,380125.28,5.8,36,defaulted
L003499,C035250,2023-01-01,338660.88,11.95,24,defaulted
L003500,C001961,2020-04-13,381518.9,3.34,24,paid
L003501,C006461,2021-08-14,394360.51,8.98,24,paid
L003502,C037362,2021-01-21,22108.92,4.6,36,defaulted
L003503,C021027,2021-09-14,21367.53,8.47,24,active
L003504,C038155,2022-03-22,490276.75,8.96,60,active
L003505,C011954,2021-12-20,21384.55,13.37,36,paid
L003506,C014945,2020-05-17,27911.62,13.02,12,defaulted
L003507,C030094,2022-09-20,381794.45,9.29,48,active
L003508,C006860,2021-07-31,490989.33,6.52,24,active
L003509,C020345,2020-06-05,153340.14,6.01,36,defaulted
L003510,C027407,2023-01-24,20254.25,5.18,36,active
L003511,C013657,2022-04-06,450796.04,7.62,24,active
L003512,C026957,2020-04-07,490429.9,7.68,48,active
L003513,C000285,2021-10-30,231055.58,3.17,24,active
L003514,C017931,2022-02-21,240702.47,10.9,48,paid
L003515,C040699,2022-10-16,393492.28,4.23,12,active
L003516,C040470,2022-09-11,172753.36,13.06,12,defaulted
L003517,C008952,2022-11-12,295191.71,9.46,36,active
L003518,C004677,2022-06-26,305602.01,8.74,48,paid
L003519,C045243,2022-11-23,166144.01,5.51,60,active
L003520,C007026,2021-09-14,391934.42,6.18,48,active
L003521,C030255,2022-07-09,55360.5,12.76,48,active
L003522,C021821,2020-06-19,266110.49,10.46,12,active
L003523,C041372,2020-12-07,414696.31,11.31,48,active
L003524,C019753,2020-11-05,253762.44,9.0,60,paid
L003525,C038356,2022-10-11,487332.65,5.04,36,paid
L003526,C026623,2021-07-17,80496.12,8.69,60,active
L003527,C028080,2022-04-08,288181.66,6.52,24,active
L003528,C037449,2020-04-20,252175.85,6.0,36,active
L003529,C021327,2021-06-13,416088.2,11.39,60,active
L003530,C024886,2020-09-22,5923.22,14.61,36,paid
L003531,C038559,2020-06-11,47580.95,14.4,60,paid
L003532,C016713,2022-04-29,59248.13,14.83,36,defaulted
L003533,C035842,2021-06-09,365135.8,4.19,60,paid
L003534,C001861,2023-03-27,437993.9,13.58,12,defaulted
L003535,C043658,2021-11-21,338922.52,11.14,12,defaulted
L003536,C032419,2020-01-28,391731.65,5.55,60,paid
L003537,C004635,2020-04-03,422234.24,10.08,48,active
L003538,C009472,2022-08-03,162872.74,14.13,12,defaulted
L003539,C021523,2021-10-29,78375.2,7.46,60,defaulted
L003540,C009109,2021-11-13,486773.07,5.58,24,active
L003541,C019449,2020-04-12,296428.71,3.04,60,active
L003542,C031888,2022-09-18,79477.32,8.67,36,active
L003543,C042107,2020-08-29,182316.39,7.07,24,paid
L003544,C000602,2021-04-07,148936.27,8.46,60,defaulted
L003545,C014882,2020-04-15,109430.69,9.77,12,paid
L003546,C002745,2020-07-13,351463.75,9.28,48,active
L003547,C021644,2023-01-24,426865.37,11.36,12,active
L003548,C035133,2020-08-15,476419.59,13.22,60,defaulted
L003549,C042365,2021-10-03,157853.81,8.83,60,active
L003550,C016611,2021-12-09,414929.23,3.27,60,defaulted
L003551,C014902,2022-04-19,499973.82,14.01,24,paid
L003552,C008686,2022-01-20,168318.95,9.43,48,active
L003553,C049163,2020-07-28,88478.03,11.3,60,active
L003554,C043992,2022-06-30,499612.69,14.71,12,active
L003555,C030545,2022-08-05,162730.94,4.87,48,paid
L003556,C031300,2021-02-26,292613.85,11.34,36,paid
L003557,C020498,2021-11-17,41663.22,10.69,36,defaulted
L003558,C036066,2020-03-26,1515.67,10.2,24,active
L003559,C019069,2021-01-14,302313.62,8.74,12,active
L003560,C007069,2023-02-05,203257.39,5.52,36,active
L003561,C036157,2023-02-09,393706.62,11.9,24,defaulted
L003562,C045932,2022-03-03,342159.12,6.73,36,active
L003563,C030814,2022-05-18,249306.26,4.32,12,active
L003564,C029879,2021-03-16,385619.77,4.7,36,defaulted
L003565,C023249,2022-03-15,363287.51,11.53,36,active
L003566,C027315,2022-01-29,217348.41,3.78,24,paid
L003567,C000753,2022-12-06,499184.73,9.24,48,active
L003568,C047990,2022-04-02,298406.96,7.41,24,active
L003569,C008270,2021-06-12,201732.91,8.06,36,active
L003570,C022707,2020-03-26,219765.27,7.71,48,paid
L003571,C010700,2021-03-26,472031.29,10.42,24,paid
L003572,C044597,2022-12-06,239368.83,3.66,12,active
L003573,C009064,2022-01-19,84941.97,10.47,12,defaulted
L003574,C003791,2022-12-01,185548.68,8.95,48,active
L003575,C013793,2022-07-03,31296.96,14.4,12,active
L003576,C003722,2022-11-11,210466.92,13.69,60,active
L003577,C033520,2023-01-28,214770.73,8.75,36,active
L003578,C043243,2020-12-11,314001.85,7.48,24,active
L003579,C041787,2020-08-11,319242.23,14.77,24,active
L003580,C036154,2021-01-03,383257.28,8.9,12,defaulted
L003581,C031752,2022-06-30,277127.05,8.58,48,active
L003582,C010636,2022-05-17,485242.28,10.83,48,active
