individual_id,household_id,age,gender,education,employment,income
I00007692,H0003656,17,M,Less than HS,Employed,78016
I00007693,H0054054,86,M,Less than HS,Retired,37076
I00007694,H0067200,64,F,Bachelors,Self-Employed,179075
I00007695,H0028945,76,F,HS Diploma,Student,436772
I00007696,H0034236,100,F,Masters,Employed,455301
I00007697,H0009342,56,F,Bachelors,Retired,448319
I00007698,H0090295,49,M,Doctorate,Self-Employed,368804
I00007699,H0036656,33,F,Bachelors,Retired,412719
I00007700,H0045545,15,F,Masters,Self-Employed,411450
I00007701,H0046503,50,M,Some College,Retired,216255
I00007702,H0046578,86,F,Bachelors,Self-Employed,183206
I00007703,H0083659,97,F,Bachelors,Student,293202
I00007704,H0025224,3,F,Bachelors,Self-Employed,140528
I00007705,H0076217,60,F,Masters,Self-Employed,185784
I00007706,H0051670,67,F,Bachelors,Unemployed,184116
I00007707,H0038800,22,M,HS Diploma,Self-Employed,969
I00007708,H0028636,7,F,HS Diploma,Retired,41014
I00007709,H0071592,84,F,Some College,Self-Employed,83648
I00007710,H0024724,77,M,Doctorate,Unemployed,361904
I00007711,H0047427,80,M,Some College,Employed,47952
I00007712,H0005481,85,M,Doctorate,Employed,14009
I00007713,H0086808,46,M,Bachelors,Student,85219
I00007714,H0019799,93,F,Bachelors,Retired,202284
I00007715,H0021484,49,F,HS Diploma,Retired,178274
I00007716,H0018326,13,F,Doctorate,Retired,209599
I00007717,H0078125,41,F,Masters,Employed,255270
I00007718,H0092453,80,F,Some College,Unemployed,244884
I00007719,H0062233,92,F,Doctorate,Employed,139311
I00007720,H0095375,16,M,Doctorate,Self-Employed,390651
I00007721,H0005973,32,M,HS Diploma,Self-Employed,461599
I00007722,H0003680,39,M,Less than HS,Unemployed,350518
I00007723,H0005821,71,F,Less than HS,Unemployed,193892
I00007724,H0038089,82,M,Doctorate,Unemployed,113554
I00007725,H0019888,61,F,Less than HS,Unemployed,111749
I00007726,H0045910,77,F,Masters,Unemployed,226289
I00007727,H0033437,21,M,HS Diploma,Student,34611
I00007728,H0033240,13,M,Less than HS,Retired,427525
I00007729,H0099943,57,M,Doctorate,Retired,27495
I00007730,H0090952,95,F,Doctorate,Student,122235
I00007731,H0099051,72,F,Bachelors,Employed,19168
I00007732,H0011443,29,F,Masters,Self-Employed,208853
I00007733,H0004518,47,F,Bachelors,Employed,408205
I00007734,H0007083,84,M,Less than HS,Self-Employed,139030
I00007735,H0037769,95,F,Bachelors,Self-Employed,363104
I00007736,H0042144,75,M,Some College,Unemployed,123715
I00007737,H0026178,100,M,HS Diploma,Self-Employed,407238
I00007738,H0059663,27,M,Less than HS,Employed,467200
I00007739,H0038775,85,F,HS Diploma,Unemployed,128224
I00007740,H0028631,0,M,Doctorate,Employed,369729
I00007741,H0069128,12,F,Less than HS,Unemployed,74253
I00007742,H0006278,35,F,HS Diploma,Student,233242
I00007743,H0067837,49,M,Less than HS,Employed,258478
I00007744,H0045184,60,F,HS Diploma,Employed,69392
I00007745,H0031039,31,F,Some College,Employed,61962
I00007746,H0003985,51,F,Doctorate,Unemployed,364182
I00007747,H0086974,18,M,Bachelors,Student,438647
I00007748,H0073372,9,F,Some College,Unemployed,267925
I00007749,H0087450,15,M,Some College,Student,413204
I00007750,H0057374,19,F,Masters,Student,219426
I00007751,H0014433,25,M,HS Diploma,Self-Employed,19381
I00007752,H0039698,5,F,HS Diploma,Self-Employed,419788
I00007753,H0013206,11,M,Doctorate,Employed,41652
I00007754,H0062892,25,F,Less than HS,Student,172579
I00007755,H0077834,58,M,Less than HS,Student,125894
I00007756,H0087108,99,M,Bachelors,Student,403029
I00007757,H0093396,95,M,Less than HS,Employed,438229
I00007758,H0015691,61,F,Doctorate,Student,421653
I00007759,H0038747,57,M,Masters,Student,350487
I00007760,H0095716,39,F,Less than HS,Unemployed,474459
I00007761,H0045679,5,F,Masters,Employed,289464
I00007762,H0097248,58,F,Bachelors,Retired,53720
I00007763,H0099978,82,M,Less than HS,Retired,439045
I00007764,H0076307,56,F,Bachelors,Retired,112215
I00007765,H0072986,39,F,Doctorate,Self-Employed,456191
I00007766,H0026140,56,F,Masters,Student,277711
I00007767,H0048313,50,M,Masters,Retired,70725
I00007768,H0001507,10,F,Doctorate,Self-Employed,204137
I00007769,H0036045,78,F,Less than HS,Employed,169556
I00007770,H0018861,38,M,Some College,Retired,305383
I00007771,H0049593,100,F,Some College,Unemployed,369533
I00007772,H0049789,53,F,HS Diploma,Unemployed,13351
I00007773,H0011528,100,M,Some College,Self-Employed,75014
I00007774,H0000808,79,F,Some College,Employed,350494
I00007775,H0088308,48,F,Doctorate,Employed,413039
I00007776,H0038037,15,F,Some College,Unemployed,81275
I00007777,H0045995,18,M,HS Diploma,Employed,198497
I00007778,H0007363,75,M,Some College,Self-Employed,185113
I00007779,H0017116,83,M,Bachelors,Student,5567
I00007780,H0017545,52,F,Less than HS,Self-Employed,222539
I00007781,H0057077,59,M,Bachelors,Unemployed,470251
I00007782,H0011748,87,M,Some College,Self-Employed,496286
I00007783,H0042897,89,F,Doctorate,Student,364436
I00007784,H0079719,15,M,Some College,Employed,31938
I00007785,H0008094,91,M,Doctorate,Unemployed,233203
I00007786,H0047536,51,M,HS Diploma,Student,89959
I00007787,H0031870,62,F,Some College,Self-Employed,402519
I00007788,H0071155,17,M,Doctorate,Unemployed,101726
I00007789,H0001504,89,F,Some College,Employed,245959
I00007790,H0004322,82,M,Less than HS,Student,122898
I00007791,H0008650,44,M,Less than HS,Student,262630
I00007792,H0099496,46,F,HS Diploma,Self-Employed,23584
I00007793,H0029320,1,M,Doctorate,Employed,186409
I00007794,H0059779,65,F,Less than HS,Unemployed,203445
I00007795,H0014949,50,F,Masters,Retired,467292
I00007796,H0089291,73,F,Masters,Retired,2074
I00007797,H0038732,15,F,Less than HS,Unemployed,220474
I00007798,H0053652,97,M,Bachelors,Unemployed,45242
I00007799,H0042245,51,F,Some College,Unemployed,72829
I00007800,H0009050,72,M,Less than HS,Unemployed,309438
I00007801,H0024112,28,M,Less than HS,Self-Employed,261357
I00007802,H0039420,59,F,Masters,Employed,128469
I00007803,H0063435,42,M,Less than HS,Employed,301181
I00007804,H0085212,3,F,HS Diploma,Student,252360
I00007805,H0097737,40,M,Masters,Student,236574
I00007806,H0038117,51,M,Some College,Employed,381080
I00007807,H0089359,6,F,HS Diploma,Self-Employed,341001
I00007808,H0083806,63,M,Less than HS,Student,383103
I00007809,H0098614,63,F,HS Diploma,Unemployed,451269
I00007810,H0019812,35,F,Some College,Student,217271
I00007811,H0001360,74,F,Less than HS,Employed,10719
I00007812,H0034615,87,F,Doctorate,Retired,222172
I00007813,H0077594,57,F,Masters,Self-Employed,55038
I00007814,H0006219,6,F,Doctorate,Unemployed,79651
I00007815,H0087467,33,M,Some College,Employed,170170
I00007816,H0070604,86,F,HS Diploma,Retired,275740
I00007817,H0055008,24,M,Less than HS,Employed,63072
I00007818,H0036601,72,M,Doctorate,Student,151520
I00007819,H0097008,13,M,Some College,Self-Employed,108255
I00007820,H0058267,26,F,Less than HS,Student,318763
I00007821,H0008807,55,M,Some College,Unemployed,492193
I00007822,H0018683,67,F,Some College,Self-Employed,449702
I00007823,H0023426,91,F,HS Diploma,Unemployed,138711
I00007824,H0087180,55,M,Some College,Employed,17552
I00007825,H0078348,42,M,HS Diploma,Retired,42914
I00007826,H0060714,16,M,HS Diploma,Self-Employed,49804
I00007827,H0039848,18,F,Bachelors,Self-Employed,445362
I00007828,H0015391,92,M,Bachelors,Student,129700
I00007829,H0038655,34,M,Doctorate,Retired,159341
I00007830,H0054521,66,F,Less than HS,Self-Employed,412236
I00007831,H0066743,80,F,HS Diploma,Unemployed,477340
I00007832,H0049778,14,M,Less than HS,Unemployed,135526
I00007833,H0041106,80,M,Masters,Self-Employed,387933
I00007834,H0091791,44,F,Bachelors,Unemployed,227414
I00007835,H0028166,0,F,Less than HS,Student,436622
I00007836,H0008328,52,M,Less than HS,Self-Employed,44265
I00007837,H0054818,42,F,HS Diploma,Student,100202
I00007838,H0014890,41,F,Some College,Unemployed,332571
I00007839,H0053444,84,F,Bachelors,Self-Employed,1336
I00007840,H0014389,58,F,Some College,Unemployed,259368
I00007841,H0007233,9,M,HS Diploma,Employed,372310
I00007842,H0032063,10,M,HS Diploma,Student,390782
I00007843,H0060306,97,F,Less than HS,Student,121543
I00007844,H0053559,88,F,Less than HS,Retired,441053
I00007845,H0088737,34,M,Bachelors,Student,353981
I00007846,H0043284,99,F,Some College,Self-Employed,419011
I00007847,H0066515,0,F,Doctorate,Self-Employed,171783
I00007848,H0040018,72,M,Doctorate,Retired,48957
I00007849,H0056937,67,F,Masters,Retired,490697
I00007850,H0096435,21,M,Less than HS,Student,224382
I00007851,H0076042,63,F,Masters,Employed,154025
I00007852,H0042593,80,F,HS Diploma,Unemployed,361169
I00007853,H0026580,50,F,Masters,Student,113194
I00007854,H0024857,77,M,Masters,Unemployed,379495
I00007855,H0051458,30,M,HS Diploma,Self-Employed,170488
I00007856,H0045896,30,M,HS Diploma,Student,282866
I00007857,H0071866,46,M,Doctorate,Student,447834
I00007858,H0062206,35,F,Less than HS,Student,118830
I00007859,H0002622,94,M,Less than HS,Unemployed,106135
I00007860,H0053648,54,F,HS Diploma,Employed,166182
I00007861,H0090464,36,M,HS Diploma,Retired,470224
I00007862,H0026313,70,M,HS Diploma,Unemployed,444054
I00007863,H0098151,78,F,Masters,Employed,356299
I00007864,H0087573,66,F,Bachelors,Retired,291881
I00007865,H0069439,47,F,Doctorate,Retired,372171
I00007866,H0069765,84,F,Some College,Unemployed,146640
I00007867,H0063867,58,M,Less than HS,Student,347042
I00007868,H0044471,30,M,Bachelors,Self-Employed,348088
I00007869,H0006815,92,F,Bachelors,Retired,466052
I00007870,H0080276,93,F,HS Diploma,Self-Employed,16985
I00007871,H0005141,17,M,Less than HS,Student,482773
I00007872,H0046539,23,F,Less than HS,Retired,87988
I00007873,H0003242,42,F,Less than HS,Employed,74260
I00007874,H0035205,90,M,Bachelors,Retired,209384
I00007875,H0051928,35,M,Bachelors,Student,18720
I00007876,H0077563,93,M,Bachelors,Student,50551
I00007877,H0019643,14,M,Masters,Retired,317810
I00007878,H0086200,96,M,Less than HS,Student,200978
I00007879,H0006979,68,M,Less than HS,Employed,275664
I00007880,H0059726,88,M,Some College,Self-Employed,169969
I00007881,H0094962,82,F,Some College,Employed,44609
I00007882,H0001663,4,M,Doctorate,Unemployed,52127
I00007883,H0031520,33,M,HS Diploma,Employed,110216
I00007884,H0073619,32,M,Masters,Employed,227401
I00007885,H0080104,40,M,Some College,Retired,43353
I00007886,H0053737,58,M,Masters,Unemployed,95354
I00007887,H0037350,78,F,Less than HS,Retired,49625
I00007888,H0033249,35,F,Less than HS,Employed,344989
I00007889,H0062474,22,M,Bachelors,Student,318999
I00007890,H0087088,42,F,Bachelors,Unemployed,278076
I00007891,H0044250,26,M,Bachelors,Self-Employed,217248
I00007892,H0003169,78,F,HS Diploma,Retired,237026
I00007893,H0028154,97,F,Doctorate,Unemployed,17844
I00007894,H0071601,76,F,Bachelors,Retired,350852
I00007895,H0064145,28,M,Doctorate,Retired,164522
I00007896,H0029516,4,F,Doctorate,Retired,404356
I00007897,H0031400,31,M,Doctorate,Employed,291020
I00007898,H0048458,4,F,Less than HS,Student,88556
I00007899,H0070119,71,F,Some College,Employed,263962
I00007900,H0043720,21,F,Masters,Unemployed,362778
I00007901,H0051268,34,M,Less than HS,Unemployed,156762
I00007902,H0048172,44,M,Less than HS,Unemployed,257634
I00007903,H0061130,58,F,Doctorate,Self-Employed,139392
I00007904,H0039170,28,M,Bachelors,Self-Employed,135717
I00007905,H0070043,64,M,Masters,Retired,115735
I00007906,H0005852,28,M,Doctorate,Student,365619
I00007907,H0084915,75,M,Doctorate,Self-Employed,411728
I00007908,H0047859,29,M,HS Diploma,Employed,52928
I00007909,H0061606,80,M,Some College,Student,434919
I00007910,H0053636,36,M,Bachelors,Self-Employed,215505
I00007911,H0062087,21,F,Bachelors,Retired,154366
I00007912,H0043019,51,M,HS Diploma,Employed,229933
I00007913,H0067937,0,M,Masters,Employed,208455
I00007914,H0036616,93,M,HS Diploma,Student,288848
I00007915,H0068540,61,F,Doctorate,Employed,251600
I00007916,H0084608,7,F,Less than HS,Student,396770
I00007917,H0033781,47,F,HS Diploma,Retired,413658
I00007918,H0000592,61,F,Bachelors,Student,10365
I00007919,H0067309,78,M,Doctorate,Employed,203411
I00007920,H0013187,82,F,HS Diploma,Self-Employed,261638
I00007921,H0004643,90,F,HS Diploma,Unemployed,178833
I00007922,H0048040,90,F,Bachelors,Unemployed,47855
I00007923,H0059336,62,F,Some College,Self-Employed,74982
I00007924,H0084479,37,M,Doctorate,Employed,454508
I00007925,H0039077,0,F,Bachelors,Self-Employed,317847
I00007926,H0074017,92,M,Masters,Retired,5936
I00007927,H0091205,55,F,Less than HS,Unemployed,412347
I00007928,H0077667,93,F,Less than HS,Employed,256410
I00007929,H0050360,12,M,HS Diploma,Retired,66116
I00007930,H0095228,34,F,Bachelors,Self-Employed,462635
I00007931,H0028279,94,M,Less than HS,Self-Employed,287407
I00007932,H0036840,23,F,Some College,Employed,70518
I00007933,H0001858,68,F,HS Diploma,Employed,481657
I00007934,H0099355,24,F,HS Diploma,Retired,440150
I00007935,H0057521,22,M,Less than HS,Unemployed,73182
I00007936,H0025593,12,M,Doctorate,Self-Employed,231799
I00007937,H0076979,51,F,Doctorate,Self-Employed,43016
I00007938,H0016311,2,F,Masters,Employed,371901
I00007939,H0009216,63,M,Some College,Employed,199554
I00007940,H0034054,73,M,Bachelors,Student,377827
I00007941,H0025290,79,M,Masters,Student,491397
I00007942,H0042250,21,M,Masters,Unemployed,49207
I00007943,H0085877,92,F,Doctorate,Student,371020
I00007944,H0043287,99,F,HS Diploma,Employed,199390
I00007945,H0008479,25,M,Masters,Self-Employed,409251
I00007946,H0068754,38,F,Less than HS,Self-Employed,483186
I00007947,H0048868,0,F,Bachelors,Self-Employed,319946
I00007948,H0074680,92,F,HS Diploma,Unemployed,77019
I00007949,H0060885,36,M,Doctorate,Employed,14360
I00007950,H0002956,71,F,HS Diploma,Student,130659
I00007951,H0002996,87,M,Some College,Self-Employed,78421
I00007952,H0089688,34,M,Less than HS,Retired,149562
I00007953,H0093159,96,M,Doctorate,Self-Employed,139336
I00007954,H0021276,19,M,Doctorate,Employed,365959
I00007955,H0069866,35,F,Masters,Student,122650
I00007956,H0034559,61,M,HS Diploma,Student,443933
I00007957,H0051254,75,M,Doctorate,Employed,388259
I00007958,H0050042,84,F,Doctorate,Self-Employed,68883
I00007959,H0050150,95,M,Less than HS,Employed,163322
I00007960,H0032913,47,F,Doctorate,Unemployed,57461
I00007961,H0002050,9,F,Doctorate,Self-Employed,277135
I00007962,H0069863,91,M,Less than HS,Unemployed,455104
I00007963,H0070231,50,M,Bachelors,Self-Employed,48478
I00007964,H0007764,92,F,Masters,Self-Employed,238231
I00007965,H0001824,86,M,Less than HS,Unemployed,235964
I00007966,H0031978,36,F,Some College,Unemployed,88758
I00007967,H0048780,43,F,Less than HS,Student,157600
I00007968,H0088967,68,M,Masters,Self-Employed,359461
I00007969,H0063318,45,F,HS Diploma,Retired,342141
I00007970,H0012063,97,M,Less than HS,Employed,386562
I00007971,H0009402,46,M,Some College,Retired,355472
I00007972,H0033382,50,F,Masters,Self-Employed,479356
I00007973,H0075969,80,F,Bachelors,Retired,111301
I00007974,H0068217,42,F,Bachelors,Unemployed,248967
I00007975,H0038256,65,F,Bachelors,Employed,137722
I00007976,H0090595,55,M,Masters,Unemployed,441661
I00007977,H0082261,99,F,HS Diploma,Retired,177867
I00007978,H0086573,98,F,Masters,Employed,67362
I00007979,H0011067,73,M,Bachelors,Self-Employed,103884
I00007980,H0058724,27,F,Some College,Retired,238715
I00007981,H0095819,18,F,Bachelors,Self-Employed,115065
I00007982,H0087588,88,M,Less than HS,Retired,379942
I00007983,H0033555,11,M,Doctorate,Student,119084
I00007984,H0000042,42,M,Some College,Student,173765
I00007985,H0001797,65,F,Less than HS,Unemployed,95069
I00007986,H0014567,53,F,HS Diploma,Retired,43735
I00007987,H0074561,66,F,Some College,Retired,140875
I00007988,H0096795,16,F,Less than HS,Employed,393158
I00007989,H0066199,63,M,Doctorate,Employed,291817
I00007990,H0032225,97,M,Less than HS,Retired,337508
I00007991,H0098063,0,M,Less than HS,Unemployed,29054
I00007992,H0004099,53,M,Less than HS,Student,376302
I00007993,H0023783,43,M,Some College,Self-Employed,441257
I00007994,H0007992,41,F,Bachelors,Student,254351
I00007995,H0041824,53,F,Less than HS,Student,337513
I00007996,H0031982,85,M,Doctorate,Student,272840
I00007997,H0064396,71,M,HS Diploma,Self-Employed,400096
I00007998,H0020758,45,F,Masters,Self-Employed,106941
I00007999,H0007942,77,F,Masters,Employed,148074
I00008000,H0044262,68,F,Masters,Student,454936
I00008001,H0052894,0,F,Masters,Employed,377618
I00008002,H0037246,85,F,HS Diploma,Retired,85960
I00008003,H0054847,73,M,Bachelors,Self-Employed,172852
I00008004,H0078739,57,F,Bachelors,Student,406822
I00008005,H0007330,37,M,Doctorate,Employed,308072
I00008006,H0027291,9,F,Masters,Unemployed,169772
I00008007,H0079928,97,F,Masters,Employed,256990
I00008008,H0090143,10,F,Bachelors,Student,105440
I00008009,H0070252,77,F,Some College,Unemployed,316078
I00008010,H0098798,78,F,Doctorate,Unemployed,364853
I00008011,H0070482,24,M,Less than HS,Student,78585
I00008012,H0080607,54,M,Bachelors,Self-Employed,5506
I00008013,H0030656,7,F,Some College,Retired,241729
I00008014,H0031288,10,M,Bachelors,Unemployed,482147
I00008015,H0076740,25,M,Bachelors,Retired,470625
I00008016,H0026731,55,M,Some College,Student,460833
I00008017,H0002016,96,M,Bachelors,Unemployed,422846
I00008018,H0026848,11,F,Some College,Unemployed,140175
I00008019,H0004391,67,M,Masters,Student,308567
I00008020,H0042096,68,M,Masters,Unemployed,134333
I00008021,H0095928,0,F,Bachelors,Retired,233293
I00008022,H0000329,80,M,Less than HS,Student,84370
I00008023,H0046258,22,M,Less than HS,Retired,92838
I00008024,H0055827,29,M,Masters,Retired,398434
I00008025,H0071475,21,F,HS Diploma,Unemployed,496579
I00008026,H0085191,49,M,HS Diploma,Retired,48180
I00008027,H0019053,21,F,Masters,Retired,360881
I00008028,H0086186,30,F,Masters,Unemployed,227501
I00008029,H0014828,92,M,Bachelors,Unemployed,460957
I00008030,H0030574,80,M,HS Diploma,Unemployed,467880
I00008031,H0025113,1,M,Less than HS,Retired,236127
I00008032,H0037467,92,F,Doctorate,Student,422503
I00008033,H0017934,48,F,Doctorate,Self-Employed,165842
I00008034,H0047383,89,F,Some College,Student,492845
I00008035,H0098596,97,F,Bachelors,Retired,404419
I00008036,H0007291,76,M,Doctorate,Student,254970
I00008037,H0007098,56,M,Less than HS,Employed,151555
I00008038,H0030786,50,F,Bachelors,Unemployed,9428
I00008039,H0067655,76,M,Some College,Student,470324
I00008040,H0051446,74,M,Less than HS,Self-Employed,324648
I00008041,H0075148,42,F,Less than HS,Retired,217106
I00008042,H0035541,60,M,Some College,Employed,182027
I00008043,H0030326,23,F,Bachelors,Employed,382715
I00008044,H0054478,91,F,Bachelors,Employed,435274
I00008045,H0012420,83,M,HS Diploma,Employed,404148
I00008046,H0033378,54,F,Masters,Employed,150151
I00008047,H0005387,84,F,Less than HS,Self-Employed,230806
I00008048,H0071638,60,F,HS Diploma,Retired,155724
I00008049,H0085561,96,M,Doctorate,Student,268558
I00008050,H0062828,79,F,Some College,Student,206712
I00008051,H0021574,75,M,Some College,Self-Employed,249503
I00008052,H0097489,32,F,Bachelors,Student,25921
I00008053,H0040581,71,F,Some College,Retired,230667
